CustomerID,Gender,Age,Tenure_Months,MonthlyCharges,TotalCharges,ContractType,PaymentMethod,Churn
1049,Male,66,16,572.14,9154.24,Monthly,Debit Card,0
1050,Male,45,16,1318.93,21102.88,Yearly,Net Banking,0
1051,Female,50,29,430.81,12493.49,Yearly,Net Banking,0
1052,Male,54,8,677.33,5418.64,Yearly,Debit Card,0
1053,Male,26,3,1703.44,5110.32,Quarterly,Net Banking,1
1054,Male,35,19,788.76,14986.44,Monthly,Net Banking,0
1055,Male,38,66,1078.51,71181.66,Monthly,UPI,0
1056,Male,19,22,1894.05,41669.1,Yearly,Credit Card,0
1057,Female,60,46,608.87,28008.02,Monthly,Net Banking,0
1058,Male,55,13,901.33,11717.29,Yearly,Net Banking,0
1059,Female,57,33,1291.62,42623.46,Monthly,Credit Card,0
1060,Female,53,5,1559.61,7798.05,Yearly,UPI,1
1061,Male,67,27,1822.98,49220.46,Yearly,Credit Card,0
1062,Male,60,24,1847.85,44348.4,Quarterly,Net Banking,0
1063,Male,54,67,1597.95,107062.65,Yearly,Debit Card,0
1064,Male,32,63,611.0,38493.0,Quarterly,Debit Card,0
1065,Female,45,48,244.66,11743.68,Monthly,UPI,0
1066,Male,35,63,890.79,56119.77,Monthly,UPI,0
1067,Male,51,12,454.79,5457.48,Quarterly,Net Banking,0
1068,Male,39,28,1478.7,41403.6,Monthly,UPI,0
1069,Male,28,44,1390.04,61161.76,Quarterly,Net Banking,0
1070,Male,30,43,279.15,12003.45,Monthly,Debit Card,0
1071,Male,21,17,1705.87,28999.79,Quarterly,UPI,0
1072,Female,39,40,647.74,25909.6,Quarterly,Net Banking,0
1073,Female,24,49,978.01,47922.49,Yearly,Credit Card,0
1074,Male,60,57,1402.28,79929.96,Monthly,UPI,0
1075,Male,41,64,972.95,62268.8,Yearly,Net Banking,0
1076,Male,21,57,994.32,56676.24,Quarterly,Net Banking,0
1077,Female,45,70,318.13,22269.1,Yearly,Credit Card,0
1078,Male,32,43,922.6,39671.8,Quarterly,Debit Card,0
1079,Female,18,23,1576.73,36264.79,Monthly,Credit Card,0
1080,Male,20,27,1847.32,49877.64,Monthly,Net Banking,0
1081,Male,31,58,944.29,54768.82,Monthly,Credit Card,0
1082,Male,55,37,962.45,35610.65,Quarterly,Credit Card,0
1083,Male,67,6,1464.73,8788.38,Yearly,Net Banking,1
1084,Female,18,65,1896.99,123304.35,Monthly,Debit Card,0
1085,Female,55,6,680.71,4084.26,Quarterly,Credit Card,0
1086,Male,55,50,992.26,49613.0,Yearly,Credit Card,0
1087,Male,38,22,1632.75,35920.5,Quarterly,UPI,0
1088,Female,65,25,1297.45,32436.25,Quarterly,UPI,0
1089,Female,46,51,399.06,20352.06,Monthly,Net Banking,0
1090,Female,22,48,1329.92,63836.16,Quarterly,Net Banking,0
1091,Female,66,70,536.14,37529.8,Quarterly,Net Banking,0
1092,Male,27,65,1118.39,72695.35,Yearly,UPI,0
1093,Female,45,60,1152.39,69143.4,Monthly,Net Banking,0
1094,Male,38,46,1777.17,81749.82,Quarterly,Credit Card,0
1095,Female,67,36,1032.49,37169.64,Quarterly,Credit Card,0
1096,Female,24,58,703.0,40774.0,Yearly,Debit Card,0
1097,Female,20,38,615.74,23398.12,Quarterly,Net Banking,0
1098,Female,62,11,1773.65,19510.15,Quarterly,Credit Card,1
1099,Female,64,12,507.82,6093.84,Quarterly,Credit Card,0
1100,Male,37,42,966.56,40595.52,Quarterly,Debit Card,0
1101,Male,36,39,536.91,20939.49,Quarterly,Credit Card,0
1102,Female,52,71,1591.95,113028.45,Yearly,Debit Card,0
1103,Female,21,11,1053.87,11592.57,Quarterly,Debit Card,0
1104,Male,22,36,832.06,29954.16,Quarterly,UPI,0
1105,Female,18,52,849.98,44198.96,Quarterly,Credit Card,0
1106,Female,21,31,1733.99,53753.69,Quarterly,UPI,0
1107,Male,29,33,1196.79,39494.07,Monthly,Credit Card,0
1108,Female,44,13,1492.16,19398.08,Monthly,UPI,0
1109,Female,59,18,1814.67,32664.06,Monthly,Debit Card,0
1110,Male,40,41,1823.14,74748.74,Monthly,Debit Card,0
1111,Male,42,58,791.32,45896.56,Yearly,Debit Card,0
1112,Male,38,56,1914.41,107206.96,Monthly,Debit Card,0
1113,Female,69,24,244.78,5874.72,Yearly,Credit Card,0
1114,Male,41,31,878.3,27227.3,Monthly,Net Banking,0
1115,Male,42,55,1812.44,99684.2,Yearly,Credit Card,0
1116,Male,62,10,694.35,6943.5,Monthly,UPI,0
1117,Male,63,60,691.55,41493.0,Quarterly,Credit Card,0
1118,Male,49,2,744.72,1489.44,Monthly,Credit Card,0
1119,Male,49,15,1302.16,19532.4,Monthly,UPI,0
1120,Female,22,3,989.0,2967.0,Monthly,Debit Card,0
1121,Female,53,43,1508.12,64849.16,Quarterly,UPI,0
1122,Male,63,31,1810.84,56136.04,Yearly,UPI,0
1123,Male,59,70,1413.56,98949.2,Yearly,Net Banking,0
1124,Male,66,67,568.04,38058.68,Quarterly,Net Banking,0
1125,Female,59,56,1878.83,105214.48,Monthly,Debit Card,0
1126,Female,56,63,676.09,42593.67,Monthly,UPI,0
1127,Female,33,15,469.81,7047.15,Monthly,UPI,0
1128,Female,50,10,361.94,3619.4,Yearly,UPI,0
1129,Female,66,38,1214.09,46135.42,Yearly,Credit Card,0
1130,Female,38,47,404.77,19024.19,Quarterly,Net Banking,0
1131,Female,26,57,449.8,25638.6,Quarterly,Net Banking,0
1132,Female,23,50,740.05,37002.5,Yearly,Debit Card,0
1133,Female,68,71,706.98,50195.58,Monthly,Net Banking,0
1134,Male,62,15,1287.63,19314.45,Monthly,Net Banking,0
1135,Male,52,18,1670.14,30062.52,Monthly,Debit Card,0
1136,Male,56,2,1570.43,3140.86,Monthly,UPI,1
1137,Male,39,43,672.47,28916.21,Quarterly,Credit Card,0
1138,Female,58,26,641.56,16680.56,Quarterly,Debit Card,0
1139,Female,22,71,1938.42,137627.82,Yearly,Net Banking,0
1140,Male,59,38,214.83,8163.54,Quarterly,Debit Card,0
1141,Female,40,42,1783.5,74907.0,Monthly,Net Banking,0
1142,Male,34,5,559.51,2797.55,Yearly,UPI,0
1143,Female,29,11,1905.11,20956.21,Quarterly,UPI,1
1144,Male,40,65,816.15,53049.75,Quarterly,UPI,0
1145,Female,33,34,992.63,33749.42,Quarterly,Net Banking,0
1146,Female,20,1,1472.82,1472.82,Quarterly,Debit Card,1
1147,Male,47,2,1257.8,2515.6,Quarterly,Net Banking,1
1148,Female,39,20,772.29,15445.8,Monthly,UPI,0
1149,Male,26,61,1196.9,73010.9,Monthly,UPI,0
1150,Male,46,21,1515.27,31820.67,Monthly,UPI,0
1151,Male,64,68,276.2,18781.6,Quarterly,Net Banking,0
1152,Male,54,12,220.16,2641.92,Yearly,Credit Card,0
1153,Female,40,22,1024.52,22539.44,Monthly,UPI,0
1154,Female,30,20,437.31,8746.2,Monthly,Debit Card,0
1155,Female,49,1,1395.82,1395.82,Quarterly,UPI,1
1156,Male,63,30,585.29,17558.7,Yearly,Net Banking,0
1157,Female,69,24,979.13,23499.12,Monthly,Debit Card,0
1158,Male,64,14,555.81,7781.34,Monthly,Net Banking,0
1159,Female,65,36,1187.27,42741.72,Yearly,Credit Card,0
1160,Female,40,69,408.9,28214.1,Quarterly,Credit Card,0
1161,Female,62,24,241.59,5798.16,Yearly,Net Banking,0
1162,Male,34,60,292.04,17522.4,Quarterly,UPI,0
1163,Female,57,55,1917.67,105471.85,Monthly,Debit Card,0
1164,Female,38,24,456.12,10946.88,Yearly,UPI,0
1165,Male,19,24,1475.26,35406.24,Yearly,Net Banking,0
1166,Female,54,54,322.27,17402.58,Monthly,Net Banking,0
1167,Male,23,26,394.69,10261.94,Monthly,UPI,0
1168,Female,61,66,1115.98,73654.68,Quarterly,Debit Card,0
1169,Male,35,38,1036.77,39397.26,Monthly,Debit Card,0
1170,Male,47,65,1912.84,124334.6,Monthly,Debit Card,0
1171,Female,39,51,1900.7,96935.7,Yearly,Debit Card,0
1172,Male,50,35,1603.3,56115.5,Quarterly,Debit Card,0
1173,Male,47,43,1283.78,55202.54,Monthly,Credit Card,0
1174,Male,34,29,1018.93,29548.97,Yearly,Credit Card,0
1175,Male,60,37,841.12,31121.44,Monthly,Net Banking,0
1176,Male,49,58,1904.76,110476.08,Monthly,Credit Card,0
1177,Male,59,54,1285.24,69402.96,Monthly,Debit Card,0
1178,Female,68,39,1242.33,48450.87,Monthly,Debit Card,0
1179,Male,31,42,617.42,25931.64,Quarterly,Debit Card,0
1180,Male,27,28,284.06,7953.68,Yearly,Net Banking,0
1181,Female,64,29,1901.34,55138.86,Yearly,Net Banking,0
1182,Female,68,43,764.72,32882.96,Monthly,UPI,0
1183,Female,53,3,996.66,2989.98,Yearly,Credit Card,0
1184,Female,51,10,406.35,4063.5,Monthly,Credit Card,0
1185,Female,26,59,1706.46,100681.14,Yearly,UPI,0
1186,Female,59,14,249.74,3496.36,Quarterly,UPI,0
1187,Female,45,47,1701.18,79955.46,Quarterly,Credit Card,0
1188,Male,28,42,452.51,19005.42,Yearly,Debit Card,0
1189,Male,31,32,1795.82,57466.24,Monthly,Credit Card,0
1190,Female,56,32,1513.59,48434.88,Monthly,Debit Card,0
1191,Male,64,42,496.41,20849.22,Monthly,Net Banking,0
1192,Male,36,32,1218.47,38991.04,Monthly,Credit Card,0
1193,Male,32,26,762.78,19832.28,Quarterly,Credit Card,0
1194,Female,45,1,520.82,520.82,Monthly,Net Banking,0
1195,Female,41,56,1746.53,97805.68,Monthly,Net Banking,0
1196,Male,25,2,926.34,1852.68,Monthly,Net Banking,0
1197,Female,60,30,917.38,27521.4,Monthly,Net Banking,0
1198,Male,26,71,505.8,35911.8,Quarterly,Net Banking,0
1199,Male,64,52,889.52,46255.04,Yearly,UPI,0
1200,Male,50,9,1768.91,15920.19,Yearly,UPI,1
1201,Male,50,22,853.63,18779.86,Monthly,Net Banking,0
1202,Female,36,34,1912.89,65038.26,Monthly,Net Banking,0
1203,Female,20,49,1903.36,93264.64,Yearly,Net Banking,0
1204,Female,27,1,460.82,460.82,Quarterly,Net Banking,0
1205,Male,57,53,519.16,27515.48,Quarterly,Debit Card,0
1206,Female,64,40,1752.81,70112.4,Quarterly,Debit Card,0
1207,Male,59,45,906.97,40813.65,Quarterly,Net Banking,0
1208,Female,18,68,207.87,14135.16,Quarterly,Net Banking,0
1209,Male,46,9,692.97,6236.73,Quarterly,Credit Card,0
1210,Male,67,22,1275.73,28066.06,Quarterly,Net Banking,0
1211,Male,51,18,1638.68,29496.24,Quarterly,Net Banking,0
1212,Female,68,43,440.1,18924.3,Quarterly,UPI,0
1213,Female,30,39,398.97,15559.83,Monthly,Debit Card,0
1214,Female,18,6,1859.77,11158.62,Quarterly,Net Banking,1
1215,Female,51,48,1552.07,74499.36,Monthly,Debit Card,0
1216,Male,46,7,1261.6,8831.2,Yearly,Debit Card,1
1217,Female,65,69,1584.54,109333.26,Monthly,Credit Card,0
1218,Female,64,16,971.94,15551.04,Yearly,Debit Card,0
1219,Male,30,1,1565.22,1565.22,Monthly,Debit Card,1
1220,Male,65,37,869.25,32162.25,Yearly,Net Banking,0
1221,Male,66,37,639.37,23656.69,Monthly,UPI,0
1222,Female,46,64,1512.22,96782.08,Monthly,Net Banking,0
1223,Male,56,62,955.41,59235.42,Yearly,Net Banking,0
1224,Male,41,61,1966.48,119955.28,Quarterly,UPI,0
1225,Male,43,33,829.07,27359.31,Quarterly,UPI,0
1226,Female,34,66,1859.11,122701.26,Quarterly,Credit Card,0
1227,Male,24,30,1879.33,56379.9,Quarterly,UPI,0
1228,Female,30,20,635.34,12706.8,Quarterly,Net Banking,0
1229,Female,22,60,1636.8,98208.0,Monthly,UPI,0
1230,Male,43,24,979.53,23508.72,Quarterly,UPI,0
1231,Male,66,4,1851.54,7406.16,Monthly,UPI,1
1232,Female,20,37,1010.22,37378.14,Yearly,Debit Card,0
1233,Male,24,4,1539.75,6159.0,Quarterly,Credit Card,1
1234,Male,66,18,1040.54,18729.72,Quarterly,Debit Card,0
1235,Female,56,66,610.04,40262.64,Quarterly,Debit Card,0
1236,Female,18,48,558.83,26823.84,Quarterly,Credit Card,0
1237,Male,66,33,965.78,31870.74,Monthly,Debit Card,0
1238,Female,34,58,1559.89,90473.62,Monthly,UPI,0
1239,Male,60,28,1289.13,36095.64,Monthly,Credit Card,0
1240,Male,42,35,1439.53,50383.55,Yearly,Debit Card,0
1241,Male,20,10,708.19,7081.9,Monthly,Net Banking,0
1242,Female,32,65,1066.58,69327.7,Quarterly,Debit Card,0
1243,Male,46,42,279.91,11756.22,Yearly,Net Banking,0
1244,Male,60,9,1671.56,15044.04,Yearly,UPI,1
1245,Male,49,60,1981.81,118908.6,Quarterly,Net Banking,0
1246,Female,43,15,932.38,13985.7,Quarterly,Debit Card,0
1247,Female,33,57,219.73,12524.61,Quarterly,Debit Card,0
1248,Female,42,69,505.63,34888.47,Quarterly,Debit Card,0
1249,Female,45,22,1374.55,30240.1,Monthly,Credit Card,0
1250,Female,26,64,1301.74,83311.36,Yearly,Credit Card,0
1251,Male,18,41,1618.16,66344.56,Quarterly,Debit Card,0
1252,Female,46,71,656.99,46646.29,Monthly,Debit Card,0
1253,Female,39,56,1574.54,88174.24,Quarterly,UPI,0
1254,Female,33,23,1438.37,33082.51,Monthly,Credit Card,0
1255,Male,58,25,781.07,19526.75,Quarterly,Credit Card,0
1256,Female,68,6,1181.88,7091.28,Quarterly,Credit Card,0
1257,Female,61,34,465.09,15813.06,Quarterly,Net Banking,0
1258,Male,68,63,1014.62,63921.06,Monthly,Debit Card,0
1259,Female,58,9,1786.16,16075.44,Quarterly,UPI,1
1260,Male,24,60,958.14,57488.4,Monthly,UPI,0
1261,Male,31,49,1711.22,83849.78,Monthly,Debit Card,0
1262,Male,46,51,1262.46,64385.46,Yearly,Debit Card,0
1263,Male,36,60,545.38,32722.8,Monthly,UPI,0
1264,Male,36,70,1245.99,87219.3,Monthly,Net Banking,0
1265,Female,19,37,1110.77,41098.49,Monthly,UPI,0
1266,Male,58,31,917.55,28444.05,Monthly,Net Banking,0
1267,Male,62,41,415.33,17028.53,Monthly,Net Banking,0
1268,Female,32,62,950.08,58904.96,Yearly,Credit Card,0
1269,Male,20,58,330.97,19196.26,Quarterly,Debit Card,0
1270,Female,28,14,377.78,5288.92,Yearly,Credit Card,0
1271,Female,63,36,948.65,34151.4,Yearly,Net Banking,0
1272,Female,47,36,749.69,26988.84,Quarterly,UPI,0
1273,Male,57,8,1865.98,14927.84,Monthly,Credit Card,1
1274,Male,35,26,876.27,22783.02,Quarterly,UPI,0
1275,Male,68,36,1564.14,56309.04,Monthly,Net Banking,0
1276,Female,65,48,1154.45,55413.6,Quarterly,UPI,0
1277,Male,19,28,1467.35,41085.8,Yearly,Credit Card,0
1278,Male,49,68,668.21,45438.28,Monthly,Net Banking,0
1279,Male,25,62,1895.43,117516.66,Yearly,Debit Card,0
1280,Female,39,51,1154.16,58862.16,Monthly,Credit Card,0
1281,Female,23,42,1696.38,71247.96,Quarterly,Credit Card,0
1282,Male,29,29,857.08,24855.32,Quarterly,Debit Card,0
1283,Male,64,10,380.38,3803.8,Quarterly,Net Banking,0
1284,Male,57,39,1412.68,55094.52,Quarterly,Debit Card,0
1285,Male,53,1,213.97,213.97,Quarterly,Credit Card,0
1286,Female,32,39,1055.53,41165.67,Yearly,Net Banking,0
1287,Female,45,21,547.04,11487.84,Yearly,UPI,0
1288,Female,69,65,1329.28,86403.2,Monthly,Credit Card,0
1289,Female,66,15,1962.96,29444.4,Yearly,UPI,0
1290,Male,62,4,1035.93,4143.72,Monthly,Debit Card,0
1291,Male,35,60,1671.5,100290.0,Monthly,Net Banking,0
1292,Male,19,61,1114.01,67954.61,Yearly,Debit Card,0
1293,Female,30,20,1092.51,21850.2,Yearly,UPI,0
1294,Male,62,10,1874.76,18747.6,Monthly,Credit Card,1
1295,Female,32,34,1801.94,61265.96,Yearly,Net Banking,0
1296,Female,37,48,1614.44,77493.12,Yearly,Debit Card,0
1297,Male,46,33,733.26,24197.58,Yearly,UPI,0
1298,Male,59,61,1181.02,72042.22,Quarterly,UPI,0
1299,Male,46,10,603.02,6030.2,Quarterly,Credit Card,0
1300,Female,20,54,999.05,53948.7,Monthly,UPI,0
1301,Male,36,65,1071.58,69652.7,Yearly,Net Banking,0
1302,Female,20,1,1696.95,1696.95,Monthly,UPI,1
1303,Male,31,5,1812.85,9064.25,Yearly,Credit Card,1
1304,Female,57,15,946.32,14194.8,Quarterly,Debit Card,0
1305,Female,21,28,231.87,6492.36,Yearly,Net Banking,0
1306,Male,69,23,1751.19,40277.37,Yearly,Debit Card,0
1307,Female,28,17,513.7,8732.9,Yearly,Debit Card,0
1308,Female,48,13,1319.39,17152.07,Quarterly,UPI,0
1309,Male,60,14,244.95,3429.3,Quarterly,UPI,0
1310,Female,49,11,919.11,10110.21,Quarterly,Credit Card,0
1311,Male,44,28,1974.73,55292.44,Monthly,UPI,0
1312,Female,47,42,381.25,16012.5,Yearly,UPI,0
1313,Male,60,61,962.65,58721.65,Quarterly,Debit Card,0
1314,Male,19,64,752.87,48183.68,Monthly,Net Banking,0
1315,Female,66,31,1829.16,56703.96,Quarterly,UPI,0
1316,Female,26,10,1764.81,17648.1,Yearly,Net Banking,1
1317,Female,45,8,627.86,5022.88,Monthly,UPI,0
1318,Female,48,21,346.14,7268.94,Quarterly,UPI,0
1319,Female,51,59,1328.85,78402.15,Quarterly,Credit Card,0
1320,Male,32,50,805.46,40273.0,Monthly,UPI,0
1321,Female,65,69,1409.75,97272.75,Monthly,Credit Card,0
1322,Male,42,70,257.82,18047.4,Monthly,Debit Card,0
1323,Male,53,30,440.12,13203.6,Monthly,Net Banking,0
1324,Female,25,17,1435.47,24402.99,Monthly,UPI,0
1325,Male,26,20,582.27,11645.4,Quarterly,Credit Card,0
1326,Male,54,48,1743.66,83695.68,Monthly,Debit Card,0
1327,Male,65,2,305.46,610.92,Monthly,UPI,0
1328,Male,62,37,587.87,21751.19,Yearly,Credit Card,0
1329,Female,56,1,1997.41,1997.41,Quarterly,Credit Card,1
1330,Male,49,4,979.54,3918.16,Yearly,Debit Card,0
1331,Female,69,54,1465.34,79128.36,Quarterly,UPI,0
1332,Female,34,25,528.79,13219.75,Quarterly,UPI,0
1333,Male,52,3,1297.76,3893.28,Quarterly,Net Banking,1
1334,Female,54,9,1506.99,13562.91,Monthly,UPI,1
1335,Female,36,34,766.06,26046.04,Yearly,Credit Card,0
1336,Female,61,43,1692.01,72756.43,Quarterly,Net Banking,0
1337,Male,46,22,1286.15,28295.3,Quarterly,Net Banking,0
1338,Female,24,70,900.42,63029.4,Quarterly,UPI,0
1339,Female,45,2,1203.76,2407.52,Yearly,Net Banking,1
1340,Female,26,66,1238.17,81719.22,Quarterly,Credit Card,0
1341,Male,45,32,497.96,15934.72,Yearly,Credit Card,0
1342,Female,23,16,924.92,14798.72,Yearly,Debit Card,0
1343,Male,46,1,818.18,818.18,Monthly,Credit Card,0
1344,Male,34,48,921.62,44237.76,Quarterly,Debit Card,0
1345,Male,33,50,1570.0,78500.0,Quarterly,Net Banking,0
1346,Male,40,13,1068.57,13891.41,Yearly,Debit Card,0
1347,Male,48,15,1892.57,28388.55,Yearly,UPI,0
1348,Male,20,53,728.62,38616.86,Monthly,Debit Card,0
1349,Female,38,44,948.27,41723.88,Quarterly,UPI,0
1350,Male,43,8,1616.52,12932.16,Yearly,Net Banking,1
1351,Female,53,46,1182.84,54410.64,Quarterly,Debit Card,0
1352,Female,59,69,1184.65,81740.85,Quarterly,Credit Card,0
1353,Male,54,19,296.01,5624.19,Quarterly,UPI,0
1354,Female,39,38,917.48,34864.24,Yearly,Net Banking,0
1355,Female,59,11,687.32,7560.52,Quarterly,Credit Card,0
1356,Female,29,43,1998.8,85948.4,Yearly,UPI,0
1357,Female,59,20,755.04,15100.8,Monthly,Net Banking,0
1358,Male,30,20,1792.09,35841.8,Monthly,Net Banking,0
1359,Female,28,21,1417.22,29761.62,Yearly,Credit Card,0
1360,Male,33,57,813.65,46378.05,Quarterly,Net Banking,0
1361,Female,25,50,1178.36,58918.0,Monthly,Debit Card,0
1362,Female,57,26,1712.96,44536.96,Monthly,Net Banking,0
1363,Male,57,30,1790.06,53701.8,Yearly,UPI,0
1364,Female,62,31,488.71,15150.01,Yearly,UPI,0
1365,Female,19,42,811.23,34071.66,Yearly,UPI,0
1366,Female,47,68,803.4,54631.2,Yearly,Debit Card,0
1367,Male,47,61,275.68,16816.48,Yearly,Credit Card,0
1368,Female,29,61,1276.83,77886.63,Yearly,Debit Card,0
1369,Male,27,70,1738.68,121707.6,Yearly,Debit Card,0
1370,Female,61,68,886.83,60304.44,Quarterly,Debit Card,0
1371,Male,28,17,1532.06,26045.02,Quarterly,Net Banking,0
1372,Male,32,19,1329.86,25267.34,Quarterly,Credit Card,0
1373,Female,33,51,876.17,44684.67,Quarterly,Net Banking,0
1374,Female,34,70,453.91,31773.7,Monthly,Debit Card,0
1375,Male,43,63,1476.78,93037.14,Quarterly,UPI,0
1376,Male,19,30,1738.22,52146.6,Monthly,Debit Card,0
1377,Female,67,25,1434.54,35863.5,Monthly,Credit Card,0
1378,Male,29,71,232.18,16484.78,Monthly,UPI,0
1379,Female,68,26,589.22,15319.72,Yearly,Credit Card,0
1380,Female,43,56,325.06,18203.36,Monthly,Debit Card,0
1381,Female,40,22,1226.69,26987.18,Monthly,Credit Card,0
1382,Female,35,19,1561.66,29671.54,Monthly,Net Banking,0
1383,Male,49,31,399.04,12370.24,Yearly,UPI,0
1384,Female,66,26,1709.01,44434.26,Quarterly,Credit Card,0
1385,Male,55,42,1199.92,50396.64,Quarterly,UPI,0
1386,Female,64,41,1441.94,59119.54,Monthly,UPI,0
1387,Male,20,23,1948.52,44815.96,Monthly,Debit Card,0
1388,Female,55,47,350.63,16479.61,Quarterly,Debit Card,0
1389,Male,20,13,1822.2,23688.6,Quarterly,UPI,0
1390,Male,47,66,426.98,28180.68,Quarterly,Credit Card,0
1391,Female,18,66,907.33,59883.78,Quarterly,UPI,0
1392,Female,47,16,1732.59,27721.44,Monthly,Debit Card,0
1393,Female,62,28,1831.26,51275.28,Monthly,Credit Card,0
1394,Female,49,35,1111.47,38901.45,Monthly,UPI,0
1395,Male,45,41,1269.39,52044.99,Quarterly,Debit Card,0
1396,Female,38,31,1474.67,45714.77,Yearly,UPI,0
1397,Male,63,32,1698.97,54367.04,Quarterly,UPI,0
1398,Male,30,54,418.72,22610.88,Quarterly,UPI,0
1399,Female,44,59,1658.12,97829.08,Yearly,Credit Card,0
1400,Male,53,41,1066.3,43718.3,Yearly,Debit Card,0
1401,Male,24,66,1011.12,66733.92,Quarterly,Debit Card,0
1402,Male,39,54,963.02,52003.08,Yearly,Net Banking,0
1403,Male,27,40,1116.58,44663.2,Yearly,UPI,0
1404,Female,56,28,1901.09,53230.52,Yearly,UPI,0
1405,Female,32,37,1186.77,43910.49,Quarterly,Net Banking,0
1406,Female,32,65,1915.72,124521.8,Quarterly,UPI,0
1407,Female,21,55,524.52,28848.6,Yearly,Credit Card,0
1408,Male,49,4,1503.44,6013.76,Monthly,Net Banking,1
1409,Male,40,10,1662.03,16620.3,Yearly,Debit Card,1
1410,Female,23,47,1422.43,66854.21,Yearly,UPI,0
1411,Female,41,14,1292.46,18094.44,Quarterly,Debit Card,0
1412,Female,37,38,1216.66,46233.08,Monthly,UPI,0
1413,Male,54,12,1749.67,20996.04,Yearly,Net Banking,0
1414,Female,37,45,1678.96,75553.2,Monthly,Debit Card,0
1415,Female,29,17,420.12,7142.04,Quarterly,UPI,0
1416,Female,50,35,1727.46,60461.1,Monthly,Credit Card,0
1417,Male,45,66,945.32,62391.12,Quarterly,Net Banking,0
1418,Male,25,41,656.65,26922.65,Yearly,UPI,0
1419,Male,18,67,1765.58,118293.86,Quarterly,UPI,0
1420,Male,54,29,977.64,28351.56,Monthly,UPI,0
1421,Male,39,18,1655.06,29791.08,Monthly,Net Banking,0
1422,Male,23,20,674.13,13482.6,Monthly,UPI,0
1423,Male,38,14,207.07,2898.98,Yearly,UPI,0
1424,Male,49,34,1091.83,37122.22,Monthly,Debit Card,0
1425,Female,52,49,380.41,18640.09,Monthly,Debit Card,0
1426,Female,32,54,1557.88,84125.52,Monthly,Net Banking,0
1427,Male,22,31,696.94,21605.14,Quarterly,Net Banking,0
1428,Male,63,58,998.56,57916.48,Monthly,Credit Card,0
1429,Female,67,42,356.66,14979.72,Quarterly,UPI,0
1430,Male,65,58,715.99,41527.42,Monthly,Debit Card,0
1431,Male,23,30,1606.68,48200.4,Quarterly,Debit Card,0
1432,Male,42,25,472.86,11821.5,Quarterly,UPI,0
1433,Female,63,63,1364.89,85988.07,Yearly,UPI,0
1434,Female,57,19,1851.37,35176.03,Yearly,Net Banking,0
1435,Female,46,8,1423.71,11389.68,Quarterly,Credit Card,1
1436,Female,24,3,1659.84,4979.52,Quarterly,Credit Card,1
1437,Female,57,67,396.15,26542.05,Yearly,Net Banking,0
1438,Male,30,17,651.32,11072.44,Quarterly,Net Banking,0
1439,Female,55,14,1810.17,25342.38,Yearly,Debit Card,0
1440,Male,35,9,1487.19,13384.71,Yearly,Net Banking,1
1441,Male,19,62,1351.2,83774.4,Monthly,Credit Card,0
1442,Female,25,21,1394.78,29290.38,Monthly,Debit Card,0
1443,Female,28,37,945.56,34985.72,Yearly,Credit Card,0
1444,Male,50,11,280.2,3082.2,Yearly,UPI,0
1445,Male,55,20,1611.99,32239.8,Quarterly,Credit Card,0
1446,Male,65,35,1421.68,49758.8,Yearly,Debit Card,0
1447,Female,44,53,1051.05,55705.65,Yearly,Credit Card,0
1448,Female,37,47,1819.57,85519.79,Monthly,Debit Card,0
1449,Female,29,52,805.09,41864.68,Yearly,Debit Card,0
1450,Female,60,8,729.78,5838.24,Quarterly,Net Banking,0
1451,Female,48,4,1771.03,7084.12,Yearly,Credit Card,1
1452,Male,44,27,1634.58,44133.66,Monthly,Net Banking,0
1453,Female,49,44,1126.96,49586.24,Monthly,Net Banking,0
1454,Male,27,40,435.32,17412.8,Monthly,Credit Card,0
1455,Male,20,47,587.13,27595.11,Monthly,Debit Card,0
1456,Male,62,44,1381.21,60773.24,Yearly,UPI,0
1457,Female,44,48,893.07,42867.36,Quarterly,Credit Card,0
1458,Female,52,52,1705.65,88693.8,Quarterly,Net Banking,0
1459,Female,48,68,1909.92,129874.56,Quarterly,Net Banking,0
1460,Male,32,11,1650.15,18151.65,Yearly,Debit Card,1
1461,Male,33,4,879.58,3518.32,Yearly,Net Banking,0
1462,Male,30,48,1619.64,77742.72,Yearly,UPI,0
1463,Male,66,26,832.6,21647.6,Quarterly,Net Banking,0
1464,Male,52,39,500.78,19530.42,Yearly,Debit Card,0
1465,Male,69,58,260.11,15086.38,Yearly,Credit Card,0
1466,Female,28,19,894.29,16991.51,Monthly,Debit Card,0
1467,Female,38,58,1826.41,105931.78,Monthly,Net Banking,0
1468,Female,68,28,630.18,17645.04,Quarterly,Debit Card,0
1469,Female,28,66,571.72,37733.52,Monthly,Net Banking,0
1470,Male,47,10,1945.68,19456.8,Monthly,Debit Card,1
1471,Male,65,58,245.01,14210.58,Monthly,Credit Card,0
1472,Female,52,14,1614.41,22601.74,Yearly,Net Banking,0
1473,Male,39,15,778.47,11677.05,Monthly,UPI,0
1474,Female,55,33,267.48,8826.84,Monthly,UPI,0
1475,Female,48,17,1852.04,31484.68,Monthly,UPI,0
1476,Female,31,24,451.36,10832.64,Yearly,UPI,0
1477,Male,41,30,1193.2,35796.0,Quarterly,Net Banking,0
1478,Female,67,62,693.3,42984.6,Yearly,Net Banking,0
1479,Female,66,13,317.35,4125.55,Yearly,Credit Card,0
